Auto Material Request,Автоматическая заявка на материалы,
Inter Warehouse Transfer Settings,Настройки перемещения между складами,
Freeze Stock Entries,Заморозить складские операции,
Stock Frozen Upto,Запасы заморожены до,
Batch Identification,Идентификация партии,
Use Naming Series,Использовать серию номеров,
Naming Series Prefix,Префикс серии номеров,
UOM Category,Категория единиц измерения,
UOM Conversion Detail,Детали преобразования единиц измерения,
Variant Field,Поле варианта,
A logical Warehouse against which stock entries are made.,"Логический склад, по которому выполняются складские операции",
Warehouse Detail,Сведения о складе,
Warehouse Name,Название склада,
Warehouse Contact Info,Контактная информация склада,
Raised By (Email),Создал (Email),
Issue Type,Тип обращения,
Issue Split From,Разделено из обращения,
Service Level,Уровень обслуживания,
Response By,Ответственный,
Response By Variance,Отклонение по срокам ответа,
Ongoing,В процессе,
Resolution By,Срок решения,
Resolution By Variance,Отклонение по срокам решения,
Service Level Agreement Creation,Создание соглашения об уровне обслуживания,
First Responded On,Дата первого ответа,
Resolution Details,Детали решения,
Opening Date,Дата открытия,
Opening Time,Время открытия,
Resolution Date,Дата решения,
Via Customer Portal,Через портал клиентов,
Support Team,Команда поддержки,
Issue Priority,Приоритет обращения,
Service Day,День обслуживания,
Workday,Рабочий день,
Default Priority,Приоритет по умолчанию,
Priorities,Приоритеты,
Support Hours,Часы поддержки,
Support and Resolution,Поддержка и решение,
Default Service Level Agreement,Соглашение об уровне обслуживания по умолчанию,
Entity,Сущность,
Agreement Details,Детали соглашения,
Response and Resolution Time,Время ответа и решения,
Service Level Priority,Приоритет уровня обслуживания,
Resolution Time,Время решения,
Support Search Source,Источник поиска в поддержке,
Source Type,Тип источника,
Query Route String,Строка маршрута запроса,
Search Term Param Name,Имя параметра поискового запроса,
Response Options,Параметры ответа,
Response Result Key Path,Путь к ключу результата ответа,
Post Route String,Строка маршрута публикации,
Post Route Key List,Список ключей маршрута публикации,
Post Title Key,Ключ заголовка публикации,
Post Description Key,Ключ описания публикации,
Link Options,Параметры ссылки,
Source DocType,Исходный тип документа,
Result Title Field,Поле заголовка результата,
Result Preview Field,Поле предпросмотра результата,
Result Route Field,Поле маршрута результата,
Service Level Agreements,Соглашения об уровне обслуживания,
Track Service Level Agreement,Отслеживание соглашения об уровне обслуживания,
Allow Resetting Service Level Agreement,Разрешить сброс соглашения об уровне обслуживания,
Close Issue After Days,Закрыть обращение через дней,
Auto close Issue after 7 days,Автоматически закрыть обращение через 7 дней,
Support Portal,Портал поддержки,
Get Started Sections,Разделы для начала работы,
Show Latest Forum Posts,Показать последние сообщения форума,
Forum Posts,Сообщения форума,
Forum URL,URL форума,
Get Latest Query,Получить последний запрос,
Response Key List,Список ключей ответа,
Post Route Key,Ключ маршрута публикации,
Search APIs,Поиск API,
Issue Date,Дата обращения,
Item and Warranty Details,Сведения о товаре и гарантии,
Warranty / AMC Status,Статус гарантии / сервисного обслуживания,
Resolved By,Решено,
Service Address,Адрес сервисного обслуживания,
If different than customer address,Если отличается от адреса клиента,
Raised By,Создано,
From Company,От компании,
Rename Tool,Инструмент переименования,
Utilities,Утилиты,
Type of document to rename.,Тип документа для переименования,
File to Rename,Файл для переименования,
"Attach .csv file with two columns, one for the old name and one for the new name","Прикрепите файл .csv с двумя столбцами: один для старого имени, другой для нового",
Rename Log,Журнал переименований,
SMS Log,Журнал SMS,
Sender Name,Имя отправителя,
Sent On,Отправлено,
No of Requested SMS,Количество запрошенных SMS,
Requested Numbers,Запрошенные номера,
No of Sent SMS,Количество отправленных SMS,
Sent To,Отправлено,
Absent Student Report,Отчет об отсутствующих студентах,
Assessment Plan Status,Статус плана оценивания,
Asset Depreciation Ledger,Журнал амортизации основных средств,
Asset Depreciations and Balances,Амортизация и остатки основных средств,
Available Stock for Packing Items,Доступные запасы для комплектации товаров,
Bank Clearance Summary,Сводка банковских клирингов,
Batch Item Expiry Status,Статус срока годности партии товара,
Batch-Wise Balance History,История остатков по партиям,
BOM Explorer,Обозреватель спецификаций,
BOM Search,Поиск спецификаций,
BOM Stock Calculated,Расчет запасов по спецификации,
BOM Variance Report,Отчет об отклонениях спецификации,
Campaign Efficiency,Эффективность кампании,
Cash Flow,Движение денежных средств,
Completed Work Orders,Завершенные производственные заказы,
To Produce,К производству,
Produced,Произведено,
Consolidated Financial Statement,Консолидированная финансовая отчетность,
Course wise Assessment Report,Отчет по оценкам курса,
Customer Acquisition and Loyalty,Привлечение и лояльность клиентов,
Customer Credit Balance,Кредитный баланс клиента,
Customer Ledger Summary,Сводка по книге клиентов,
Customer-wise Item Price,Цены товаров по клиентам,
Customers Without Any Sales Transactions,Клиенты без торговых операций,
Daily Timesheet Summary,Сводка по ежедневным табелям,
Delayed Item Report,Отчет по задержанным товарам,
Delayed Order Report,Отчет по задержанным заказам,
Delivered Items To Be Billed,Доставленные товары к выставлению счета,
Delivery Note Trends,Динамика накладных на доставку,
Electronic Invoice Register,Реестр электронных счетов,
Employee Billing Summary,Сводка по расчетам с сотрудниками,
Employee Birthday,День рождения сотрудника,
Employee Information,Информация о сотруднике,
Employee Leave Balance,Баланс отпусков сотрудника,
Employee Leave Balance Summary,Сводка по балансу отпусков сотрудников,
Eway Bill,Электронная накладная,
Expiring Memberships,Истекающие членства,
Fichier des Ecritures Comptables [FEC],Fichier des Ecritures Comptables [FEC],
Final Assessment Grades,Итоговые оценки,
Fixed Asset Register,Реестр основных средств,
Gross and Net Profit Report,Отчет о валовой и чистой прибыли,
GST Itemised Purchase Register,Детализированный реестр закупок с НДС,
GST Itemised Sales Register,Детализированный реестр продаж с НДС,
GST Purchase Register,Реестр закупок с НДС,
GST Sales Register,Реестр продаж с НДС,
GSTR-1,GSTR-1,
GSTR-2,GSTR-2,
Hotel Room Occupancy,Занятость гостиничных номеров,
HSN-wise-summary of outward supplies,Сводка исходящих поставок по кодам ТН ВЭД,
Inactive Customers,Неактивные клиенты,
Inactive Sales Items,Неактивные позиции продаж,
IRS 1099,IRS 1099,
Issued Items Against Work Order,Выданные товары по производственному заказу,
Projected Quantity as Source,Планируемое количество как источник,
Item Balance (Simple),Остаток товара (простой),
Item Price Stock,Стоимость товара на складе,
Item Prices,Цены товара,
Item Shortage Report,Отчет о нехватке товаров,
Item Variant Details,Сведения о вариантах товара,
Item-wise Price List Rate,Цены товаров по прайс-листу,
Item-wise Purchase History,История закупок по товарам,
Item-wise Purchase Register,Реестр закупок по товарам,
Item-wise Sales History,История продаж по товарам,
Item-wise Sales Register,Реестр продаж по товарам,
Items To Be Requested,Товары к заказу,
Reserved,Зарезервировано,
Itemwise Recommended Reorder Level,Рекомендуемый уровень пополнения по товарам,
Lead Details,Сведения о лиде,
Lead Owner Efficiency,Эффективность ответственного за лид,
Lost Opportunity,Упущенная возможность,
Maintenance Schedules,Графики технического обслуживания,
Material Requests for which Supplier Quotations are not created,"Заявки на материалы, по которым нет коммерческих предложений поставщиков",
Open Work Orders,Открытые производственные заказы,
Qty to Deliver,Количество к доставке,
Patient Appointment Analytics,Аналитика записей пациентов,
Payment Period Based On Invoice Date,Период оплаты на основе даты счета,
Pending SO Items For Purchase Request,Позиции заказов на продажу для заявок на закупку,
Procurement Tracker,Отслеживание закупок,
Product Bundle Balance,Баланс комплекта товаров,
Production Analytics,Производственная аналитика,
Profit and Loss Statement,Отчет о прибылях и убытках,
Profitability Analysis,Анализ рентабельности,
Project Billing Summary,Сводка по расчетам по проекту,
Project wise Stock Tracking,Отслеживание запасов по проекту,
Project wise Stock Tracking ,Отслеживание запасов по проектам,
Prospects Engaged But Not Converted,"Вовлеченные, но не конвертированные потенциальные клиенты",
Purchase Analytics,Аналитика закупок,
Purchase Invoice Trends,Динамика счетов на закупку,
Qty to Receive,Количество к получению,
Received Qty Amount,Сумма полученного количества,
Billed Qty,Количество по счету,
Purchase Order Trends,Динамика заказов на закупку,
Purchase Receipt Trends,Динамика документов получения,
Purchase Register,Реестр закупок,
Quotation Trends,Динамика коммерческих предложений,
Received Items To Be Billed,Полученные товары к выставлению счета,
Qty to Order,Количество к заказу,
Requested Items To Be Transferred,Запрошенные товары к перемещению,
Qty to Transfer,Количество к перемещению,
Sales Analytics,Аналитика продаж,
Sales Invoice Trends,Динамика счетов на продажу,
Sales Order Trends,Динамика заказов на продажу,
Sales Partner Commission Summary,Сводка по комиссиям партнеров по продажам,
Sales Partner Target Variance based on Item Group,Отклонение от целей партнеров по продажам по группам товаров,
Sales Partner Transaction Summary,Сводка по операциям партнеров по продажам,
Sales Partners Commission,Комиссии партнеров по продажам,
Invoiced Amount (Exclusive Tax),Сумма по счету (без налога),
Average Commission Rate,Средняя ставка комиссии,
Sales Payment Summary,Сводка по оплатам продаж,
Sales Person Commission Summary,Сводка по комиссиям менеджеров по продажам,
Sales Person Target Variance Based On Item Group,Отклонение от целей менеджеров по продажам по группам товаров,
Sales Person-wise Transaction Summary,Сводка по операциям менеджеров по продажам,
Sales Register,Реестр продаж,
Serial No Service Contract Expiry,Окончание сервисного контракта по серийному номеру,
Serial No Status,Статус серийного номера,
Serial No Warranty Expiry,Окончание гарантии по серийному номеру,
Stock Ageing,Устаревание запасов,
Stock and Account Value Comparison,Сравнение стоимости запасов и бухгалтерских счетов,
Stock Projected Qty,Прогнозируемое количество запасов,
Student and Guardian Contact Details,Контактные данные студента и опекуна,
Student Batch-Wise Attendance,Посещаемость студентов по группам,
Student Fee Collection,Сбор платы за обучение,
Student Monthly Attendance Sheet,Ежемесячный табель посещаемости студентов,
Subcontracted Item To Be Received,Товары по субподряду к получению,
Subcontracted Raw Materials To Be Transferred,Сырье для передачи субподрядчику,
Supplier Ledger Summary,Сводка по книге поставщиков,
Supplier-Wise Sales Analytics,Аналитика продаж в разрезе поставщиков,
Support Hour Distribution,Распределение часов поддержки,
TDS Computation Summary,Сводка расчетов налога TDS,
TDS Payable Monthly,Ежемесячный налог TDS к уплате,
Territory Target Variance Based On Item Group,Отклонение от целей по территориям в разрезе групп товаров,
Territory-wise Sales,Продажи по территориям,
Total Stock Summary,Общая сводка по запасам,
Trial Balance,Оборотно-сальдовая ведомость,
Trial Balance (Simple),Оборотно-сальдовая ведомость (упрощенная),
Trial Balance for Party,Оборотно-сальдовая ведомость по контрагенту,
Warehouse wise Item Balance Age and Value,Срок хранения и стоимость товаров по складам,
Work Order Stock Report,Отчет по запасам производственного заказа,
Work Orders in Progress,Производственные заказы в работе,
Automatically Process Deferred Accounting Entry,Автоматическая обработка отложенных бухгалтерских проводок,
Bank Clearance,Банковская выверка,
Bank Clearance Detail,Детали банковской выверки,
Update Cost Center Name / Number,Обновить название/номер центра затрат,
Journal Entry Template,Шаблон бухгалтерской проводки,
Template Title,Название шаблона,
Journal Entry Type,Тип бухгалтерской проводки,
Journal Entry Template Account,Счет шаблона бухгалтерской проводки,
Process Deferred Accounting,Обработка отложенного учета,
Manual entry cannot be created! Disable automatic entry for deferred accounting in accounts settings and try again,Ручная проводка не может быть создана! Отключите автоматические проводки для отложенного учета в настройках и попробуйте снова,
End date cannot be before start date,Дата окончания не может быть раньше даты начала,
Total Counts Targeted,Общее целевое количество,
Total Counts Completed,Общее выполненное количество,
Counts Targeted: {0},Целевое количество: {0},
Material Request Warehouse,Склад для заявок на материалы,
Select warehouse for material requests,Выберите склад для заявок на материалы,
Transfer Materials For Warehouse {0},Перемещение материалов на склад {0},
Production Plan Material Request Warehouse,Склад для заявок на материалы производственного плана,
Sets 'Source Warehouse' in each row of the items table.,Устанавливает 'Склад-источник' в каждой строке таблицы товаров,
Sets 'Target Warehouse' in each row of the items table.,Устанавливает 'Склад назначения' в каждой строке таблицы товаров,
Show Cancelled Entries,Показать отмененные записи,
Backdated Stock Entry,Складская операция задним числом,
Row #{}: Currency of {} - {} doesn't matches company currency.,Строка №{}: валюта {} - {} не соответствует валюте компании,
{} Assets created for {},{} основных средств создано для {},
{0} Number {1} is already used in {2} {3},{0} Номер {1} уже используется в {2} {3},
Update Bank Clearance Dates,Обновить даты банковской выверки,
Healthcare Practitioner: ,Медицинский специалист: ,
Lab Test Conducted: ,Проведено лабораторное исследование: ,
Lab Test Event: ,Событие лабораторного исследования: ,
Lab Test Result: ,Результат лабораторного исследования: ,
Clinical Procedure conducted: ,Проведена клиническая процедура: ,
Therapy Session Charges: {0},Стоимость сеанса терапии: {0},
Therapy: ,Терапия: ,
Therapy Plan: ,План терапии: ,
Total Counts Targeted: ,Общее целевое количество: ,
Total Counts Completed: ,Общее выполненное количество: ,
Is Mandatory,Обязательно,
Service Received But Not Billed,"Услуга получена, но счет не выставлен",
Deferred Accounting Settings,Настройки отложенного учета,
Book Deferred Entries Based On,Создавать отложенные проводки на основе,
Days,Дней,
Months,Месяцев,
Book Deferred Entries Via Journal Entry,Создавать отложенные проводки через бухгалтерские записи,
Submit Journal Entries,Провести бухгалтерские проводки,
If this is unchecked Journal Entries will be saved in a Draft state and will have to be submitted manually,"Если этот флажок снят, бухгалтерские проводки будут сохранены как черновики и должны быть проведены вручную",
Enable Distributed Cost Center,Включить распределенный центр затрат,
Distributed Cost Center,Распределенный центр затрат,
Dunning,Управление дебиторской задолженностью,
Overdue Days,Дни просрочки,
Dunning Type,Тип напоминания о задолженности,
Dunning Fee,Комиссия за работу с задолженностью,
Dunning Amount,Сумма задолженности,
Resolved,Решено,
Unresolved,Не решено,
Printing Setting,Настройки печати,
Body Text,Текст письма,
Closing Text,Заключительный текст,
Resolve,Решить,
Dunning Letter Text,Текст письма о задолженности,
Is Default Language,Язык по умолчанию,
Letter or Email Body Text,Текст письма или email-сообщения,
Letter or Email Closing Text,Заключительный текст письма или email-сообщения,
Body and Closing Text Help,Справка по основному и заключительному тексту,
Overdue Interval,Интервал просрочки,
Dunning Letter,Письмо о задолженности,
"This section allows the user to set the Body and Closing text of the Dunning Letter for the Dunning Type based on language, which can be used in Print.",Этот раздел позволяет настроить основной и заключительный текст письма о задолженности для каждого типа напоминания на разных языках для использования при печати,
Reference Detail No,№ ссылочного документа,
Custom Remarks,Пользовательские примечания,
Please select a Company first.,Сначала выберите компанию,
"Row #{0}: Reference Document Type must be one of Sales Order, Sales Invoice, Journal Entry or Dunning","Строка №{0}: Тип ссылочного документа должен быть одним из следующих: Заказ на продажу, Счет на продажу, Бухгалтерская проводка или Напоминание о задолженности",
POS Closing Entry,Закрытие кассовой смены,
POS Opening Entry,Открытие кассовой смены,
POS Transactions,Кассовые операции,
POS Closing Entry Detail,Детали закрытия кассовой смены,
Opening Amount,Начальная сумма,
Closing Amount,Конечная сумма,
POS Closing Entry Taxes,Налоги при закрытии кассовой смены,
POS Invoice,Кассовый чек,
Consolidated Sales Invoice,Сводный счет на продажу,
Return Against POS Invoice,Возврат по кассовому чеку,
Consolidated,Сводный,
POS Invoice Item,Позиция кассового чека,
POS Invoice Merge Log,Журнал объединения кассовых чеков,
POS Invoices,Кассовые чеки,
Consolidated Credit Note,Сводная кредит-нота,
POS Invoice Reference,Ссылка на кассовый чек,
Set Posting Date,Установить дату проводки,
Opening Balance Details,Детали начального сальдо,
POS Opening Entry Detail,Детали открытия кассовой смены,
POS Payment Method,Способ оплаты в кассе,
Payment Methods,Способы оплаты,
Process Statement Of Accounts,Обработка выписок по счетам,
General Ledger Filters,Фильтры главной книги,
Customers,Клиенты,
Select Customers By,Выбрать клиентов по,
Fetch Customers,Получить список клиентов,
Send To Primary Contact,Отправить основному контакту,
Print Preferences,Настройки печати,
Include Ageing Summary,Включить анализ сроков задолженности,
Enable Auto Email,Включить автоматическую отправку email,
Filter Duration (Months),Период фильтрации (мес.),
CC To,Копия,
Help Text,Справочный текст,
Emails Queued,Emails в очереди,
Process Statement Of Accounts Customer,Обработка выписок по счетам клиента,
Billing Email,Email для выставления счетов,
Primary Contact Email,Email основного контакта,
PSOA Cost Center,Центр затрат для выписок,
PSOA Project,Проект для выписок,
Supplier GSTIN,GSTIN поставщика,
Place of Supply,Место поставки,
Select Billing Address,Выберите адрес для выставления счета,
GST Details,Детали НДС,
GST Category,Категория НДС,
Registered Regular,Обычный зарегистрированный,
Registered Composition,Зарегистрированный составной,
Unregistered,Незарегистрированный,
SEZ,Особая экономическая зона,
Overseas,Зарубежный,
UIN Holders,Держатели UIN,
With Payment of Tax,С уплатой налога,
Without Payment of Tax,Без уплаты налога,
Invoice Copy,Копия счета,
Original for Recipient,Оригинал для получателя,
Duplicate for Transporter,Дубликат для перевозчика,
Duplicate for Supplier,Дубликат для поставщика,
Triplicate for Supplier,Третий экземпляр для поставщика,
Reverse Charge,Обратное начисление,
Y,Да,
N,Нет,
E-commerce GSTIN,GSTIN электронной коммерции,
Reason For Issuing document,Причина выдачи документа,
01-Sales Return,01-Возврат продажи,
02-Post Sale Discount,02-Скидка после продажи,
03-Deficiency in services,03-Недостатки в услугах,
04-Correction in Invoice,04-Исправление в счете,
05-Change in POS,05-Изменение в кассе,
06-Finalization of Provisional assessment,06-Завершение предварительной оценки,
07-Others,07-Прочее,
Eligibility For ITC,Право на налоговый вычет,
Input Service Distributor,Дистрибьютор входящих услуг,
Import Of Service,Импорт услуг,
Import Of Capital Goods,Импорт основных средств,
Ineligible,Не имеет права,
All Other ITC,Все прочие налоговые вычеты,
Availed ITC Integrated Tax,Полученный интегрированный налоговый вычет,
Availed ITC Central Tax,Полученный центральный налоговый вычет,
Availed ITC State/UT Tax,Полученный региональный/UT налоговый вычет,
Availed ITC Cess,Полученный налоговый вычет Cess,
Is Nil Rated or Exempted,Нулевая ставка или освобождение от налогов,
Is Non GST,Не облагается НДС,
E-Way Bill No.,№ электронной накладной,
Is Consolidated,Сводный,
Billing Address GSTIN,GSTIN адреса выставления счета,
Customer GSTIN,GSTIN клиента,
GST Transporter ID,ID перевозчика НДС,
Distance (in km),Расстояние (в км),
Road,Автомобильный,
Air,Воздушный,
Rail,Железнодорожный,
Ship,Морской,
GST Vehicle Type,Тип транспортного средства для НДС,
Over Dimensional Cargo (ODC),Негабаритный груз (ODC),
Consumer,Потребитель,
Deemed Export,Условный экспорт,
Port Code,Код порта,
Shipping Bill Number,Номер транспортной накладной,
Shipping Bill Date,Дата транспортной накладной,
Subscription End Date,Дата окончания подписки,
Follow Calendar Months,Следовать календарным месяцам,
If this is checked subsequent new invoices will be created on calendar  month and quarter start dates irrespective of current invoice start date,"Если этот флажок установлен, последующие счета будут создаваться в начале календарного месяца и квартала независимо от даты начала текущего счета",
Generate New Invoices Past Due Date,Создавать новые счета после даты оплаты,
New invoices will be generated as per schedule even if current invoices are unpaid or past due date,"Новые счета будут создаваться по расписанию, даже если текущие счета не оплачены или просрочены",
Document Type ,Тип документа,
Subscription Price Based On,Цена подписки на основе,
Fixed Rate,Фиксированная ставка,
Based On Price List,На основе прайс-листа,
Monthly Rate,Ежемесячная ставка,
Cancel Subscription After Grace Period,Отменить подписку после льготного периода,
Source State,Исходное состояние,
Is Inter State,Межрегиональный,
Purchase Details,Детали закупки,
Depreciation Posting Date,Дата проводки амортизации,
"By default, the Supplier Name is set as per the Supplier Name entered. If you want Suppliers to be named by a  ","По умолчанию имя поставщика устанавливается в соответствии с введенным значением. Если вы хотите использовать другой способ именования поставщиков,",
choose the 'Naming Series' option.,выберите опцию 'Серия номеров',
Configure the default Price List when creating a new Purchase transaction. Item prices will be fetched from this Price List.,Настройте прайс-лист по умолчанию для новых закупочных операций. Цены товаров будут браться из этого прайс-листа.,
"If this option is configured 'Yes', ERPNext will prevent you from creating a Purchase Invoice or Receipt without creating a Purchase Order first. This configuration can be overridden for a particular supplier by enabling the 'Allow Purchase Invoice Creation Without Purchase Order' checkbox in the Supplier master.","Если установлено значение 'Да', ERPNext не позволит создать счет или документ получения без предварительного создания заказа на закупку. Это ограничение можно отменить для конкретного поставщика, включив опцию 'Разрешить создание счета без заказа на закупку' в карточке поставщика.",
"If this option is configured 'Yes', ERPNext will prevent you from creating a Purchase Invoice without creating a Purchase Receipt first. This configuration can be overridden for a particular supplier by enabling the 'Allow Purchase Invoice Creation Without Purchase Receipt' checkbox in the Supplier master.","Если установлено значение 'Да', ERPNext не позволит создать счет без предварительного создания документа получения. Это ограничение можно отменить для конкретного поставщика, включив опцию 'Разрешить создание счета без документа получения' в карточке поставщика.",
Quantity & Stock,Количество и наличие,
Call Details,Детали звонка,
Authorised By,Уполномоченный,
Signee (Company),Подпись (Компания),
Signed By (Company),Подписано (компанией),
First Response Time,Время первого отклика,
Request For Quotation,Запрос коммерческого предложения,
Opportunity Lost Reason Detail,Подробная информация о причине потери возможности,
Access Token Secret,Секрет токена доступа,
Add to Topics,Добавить в темы,
...Adding Article to Topics,...Добавление статьи в темы,
Add Article to Topics,Добавить статью в темы,
This article is already added to the existing topics,Эта статья уже добавлена в существующие темы,
Add to Programs,Добавить в программы,
Programs,Программы,
...Adding Course to Programs,...Добавление курса в программы,
Add Course to Programs,Добавить курс в программы,
This course is already added to the existing programs,Этот курс уже добавлен в существующие программы,
Learning Management System Settings,Настройки системы управления обучением,
Enable Learning Management System,Включить систему управления обучением,
Learning Management System Title,Название системы управления обучением,
...Adding Quiz to Topics,...Добавление викторины к темам,
Add Quiz to Topics,Добавить тест к темам,
This quiz is already added to the existing topics,Этот тест уже добавлен в существующие темы,
Enable Admission Application,Включить заявку на поступление,
Marking attendance,Отметка посещаемости,
Add Guardians to Email Group,Добавить опекунов в группу электронной почты,
Attendance Based On,Посещаемость на основе,
Check this to mark the student as present in case the student is not attending the institute to participate or represent the institute in any event.\n\n,"Установите этот флажок, чтобы отметить студента как присутствующего на случай, если он не посещает институт для участия или представления института в любом случае.",
Add to Courses,Добавить в курсы,
...Adding Topic to Courses,...Добавление темы в курсы,
Add Topic to Courses,Добавить тему в курсы,
This topic is already added to the existing courses,Эта тема уже добавлена в существующие курсы,
"If Shopify does not have a customer in the order, then while syncing the orders, the system will consider the default customer for the order","Если Shopify не имеет клиента в заказе, то при синхронизации заказов система будет рассматривать клиента по умолчанию для заказа.",
The accounts are set by the system automatically but do confirm these defaults,"Учетные записи устанавливаются системой автоматически, но подтвердите эти значения по умолчанию.",
Default Round Off Account,Счет округления по умолчанию,
Failed Import Log,Журнал неудачного импорта,
Fixed Error Log,Журнал фиксированных ошибок,
Company {0} already exists. Continuing will overwrite the Company and Chart of Accounts,"Компания {0} уже существует. Если продолжить, компания и План счетов будут перезаписаны.",
Meta Data,Метаданные,
Unresolve,Не разрешить,
Create Document,Создать документ,
Mark as unresolved,Отметить как неразрешенное,
TaxJar Settings,Настройки TaxJar,
Sandbox Mode,Тестовый режим,
Enable Tax Calculation,Включить налоговый расчет,
Create TaxJar Transaction,Создать транзакцию TaxJar,
Credentials,Полномочия,
Live API Key,Рабочий ключ API,
Sandbox API Key,Ключ API песочницы,
Configuration,Конфигурация,
Tax Account Head,Заведующий налоговым счетом,
Shipping Account Head,Руководитель отдела доставки,
Practitioner Name,ФИО врача,
Enter a name for the Clinical Procedure Template,Введите имя для шаблона клинической процедуры,
Set the Item Code which will be used for billing the Clinical Procedure.,"Установите код товара, который будет использоваться для выставления счета за клиническую процедуру.",
Select an Item Group for the Clinical Procedure Item.,Выберите группу элементов для элемента клинической процедуры.,
Clinical Procedure Rate,Стоимость медицинской процедуры,
Check this if the Clinical Procedure is billable and also set the rate.,"Отметьте это, если клиническая процедура оплачивается, а также установите ставку.",
Check this if the Clinical Procedure utilises consumables. Click ,"Проверьте это, если в клинической процедуре используются расходные материалы. Нажмите",
 to know more,узнать больше,
"You can also set the Medical Department for the template. After saving the document, an Item will automatically be created for billing this Clinical Procedure. You can then use this template while creating Clinical Procedures for Patients. Templates save you from filling up redundant data every single time. You can also create templates for other operations like Lab Tests, Therapy Sessions, etc.","Вы также можете указать для шаблона Медицинский отдел. После сохранения документа будет автоматически создана Позиция для выставления счета за эту Клиническую процедуру. Затем вы можете использовать этот шаблон при создании клинических процедур для пациентов. Шаблоны избавляют вас от постоянного заполнения избыточными данными. Вы также можете создавать шаблоны для других операций, таких как лабораторные тесты, сеансы терапии и т. Д.",
Descriptive Test Result,Описательное заключение,
Allow Blank,Разрешить пустой,
Descriptive Test Template,Шаблон описательного теста,
"If you want to track Payroll and other HRMS operations for a Practitoner, create an Employee and link it here.","Если вы хотите отслеживать заработную плату и другие операции HRMS для практикующего, создайте сотрудника и свяжите его здесь.",
Set the Practitioner Schedule you just created. This will be used while booking appointments.,"Установите расписание для практикующего, которое вы только что создали. Это будет использоваться при бронировании встреч.",
Create a service item for Out Patient Consulting.,Создайте элемент услуги для консультации с амбулаторным пациентом.,
"If this Healthcare Practitioner works for the In-Patient Department, create a service item for Inpatient Visits.","Если этот практикующий врач работает в стационаре, создайте услугу для посещения стационара.",
Set the Out Patient Consulting Charge for this Practitioner.,Установите для этого практикующ��го врача стоимость амбулаторной консультации.,
"If this Healthcare Practitioner also works for the In-Patient Department, set the inpatient visit charge for this Practitioner.","Если этот практикующий врач также работает в стационаре, установите плату за посещение стационара для этого практикующего врача.",
"If checked, a customer will be created for every Patient. Patient Invoices will be created against this Customer. You can also select existing Customer while creating a Patient. This field is checked by default.","Если этот флажок установлен, для каждого пациента будет создан клиент. Для этого Клиента будут созданы счета-фактуры пациентов. Вы также можете выбрать существующего клиента при создании пациента. По умолчанию это поле отмечено флажком.",
Collect Registration Fee,Получите регистрационный сбор,
"If your Healthcare facility bills registrations of Patients, you can check this and set the Registration Fee in the field below. Checking this will create new Patients with a Disabled status by default and will only be enabled after invoicing the Registration Fee.","Если ваше медицинское учреждение выставляет счета за регистрацию пациентов, вы можете проверить это и установить регистрационный сбор в поле ниже. При выборе этого параметра по умолчанию будут созданы новые пациенты со статусом «Отключено», и они будут включены только после выставления счета за регистрацию.",
